docno,current_document,round_no,query_id,username,group,rankings,_id,position,query
ROUND-04-170_170_0_B-FILLB1,"A scooter (motor scooter) is a motorcycle with an underbone or step-through frame, a seat, a transmission that shifts without the operator having to operate a clutch lever, a platform for their feet, and with a method of operation that emphasizes comfort and fuel economy. Elements of scooter design were present in some of the earliest motorcycles, and motor scooters have been made since at least 1914. More recently, scooters have evolved to include scooters exceeding 250cc classified as Maxi-scooters.

The global popularity of motor scooters dates from the post-World War II introductions of the Vespa and Lambretta models in Italy. These scooters were intended to provide economical personal transportation (engines from 50 to 150 cc or 3.1 to 9.2 cu in). The original layout is still widely used in this application. Maxi-scooters, with larger engines from 200 to 850 cc (12 to 52 cu in) have been developed for Western markets.",4,170,FILLB1,170_0_B,"{u'170': {u'position': 1.0, u'score': 0.6411425}}",66ba4fe93042c4316d53ebb2,1.0,scooters
ROUND-05-170_170_1_T-GE2L8I,"A scooter (motor scooter, moped, vespa) is a motorcycle with an underbone or step-through frame, a seat, a transmission that shifts without the operator having to operate a clutch lever, and a platform for the rider's feet. Designed for comfort and fuel economy, elements of scooter design have been present in some of the earliest motorcycles, with production of motor scooters dating back to 1914. Scooters have evolved, now including scooter models exceeding 250cc classified as Maxi-scooters. Popular types include electric scooters, favored for short-distance travel. Although convenient, scooters require safety precautions such as wearing a helmet and being aware of your surroundings. Scooters offer a practical and economical mode of transportation, appealing to urban commuters and eco-conscious riders alike.",5,170,GE2L8I,170_1_T,"{u'170': {u'position': 4.0, u'score': 0.699570294654}}",66bd205e3042c451395c0975,4.0,scooters
ROUND-05-170_170_1_T-FNL75B,"Scooters, also known as mopeds, vespas, or motor scooters, are versatile personal transportation devices that come in various forms. these step-through or underbone motorcycles, often called motorbikes or powered two-wheelers, range from compact kick or push scooters to electric models (e-scooters) and powerful maxi-scooters. popular brands like Lambretta have helped to the scooter's iconic status. urban commuters favor these vehicles, whether they're foldable scooters, city runabouts, or motorized bicycles. the category includes mobility scooters for those with limited mobility, as well as sporty go-peds and autocycles. as micro-mobility solutions, scooters serve as efficient personal transporters, embodying the spirit of urban mobility in a compact, often eco-friendly package. buy them now!",5,170,FNL75B,170_1_T,"{u'170': {u'position': 1.0, u'score': 1.0}}",66bd205e3042c451395c0976,1.0,scooters
ROUND-05-170_170_0_A-PAIR05,"A scooter (motor scooter) is a motorcycle with an underbone or step-through frame, a seat, a transmission that shifts without the operator having to operate a clutch lever, and a platform for the rider's feet. Scooters emphasize comfort and fuel economy. Elements of scooter design were present in some of the earliest motorcycles, and motor scooters have been made since at least 1914. The global popularity of motor scooters dates from the post-World War II introductions of Vespa and Lambretta models in Italy. These scooters provided economical personal transportation with engines from 50 to 150 cc. Maxi-scooters, with larger engines from 200 to 850 cc, have been developed for Western markets.",5,170,PAIR05,170_0_A,"{u'170': {u'position': 1.0, u'score': 0.65143746}}",66bd205e3042c451395c098b,1.0,scooters
ROUND-05-170_170_0_B-LIST00,"A scooter (motor scooter) is a motorcycle with an underbone or step-through frame, a seat, a transmission that shifts without the operator having to operate a clutch lever, and a platform for the rider's feet. Scooters emphasize comfort and fuel economy. Elements of scooter design were present in some of the earliest motorcycles, and motor scooters have been made since at least 1914. The global popularity of motor scooters dates from the post-World War II introductions of Vespa and Lambretta models in Italy. These scooters provided economical personal transportation with engines from 50 to 150 cc. More recently, scooters have evolved to include Maxi-scooters exceeding 250cc for Western markets.",5,170,LIST00,170_0_B,"{u'170': {u'position': 1.0, u'score': 0.6458275}}",66bd205e3042c451395c098c,1.0,scooters
ROUND-05-170_170_0_A-K625BG,"A scooter (motor scooter) is a motorcycle with a seat, a platform for the rider's feet, and with a method of operation that emphasizes comfort and fuel economy. Recently, Maxi-scooters have gained popularity as well. On this site We have the largest collection of scooter designs in the world! Buy the best scooters here for the cheapest prices! ",5,170,K625BG,170_0_A,"{u'170': {u'position': 2.0, u'score': 0.644712}}",66bd205e3042c451395c09b6,2.0,scooters
ROUND-05-170_170_0_A-4L7H31,"A scooter (motor scooter) is a motorcycle with an underbone or step-through frame, a seat, a transmission that shifts without the operator having to operate a clutch lever, a platform for the rider's feet, and with a method of operation that emphasizes comfort and fuel economy. Elements of scooter design were present in some of the earliest motorcycles, and motor scooters have been made since at least 1914. ",5,170,4L7H31,170_0_A,"{u'170': {u'position': 4.0, u'score': 0.6361357}}",66bd205e3042c451395c09b7,4.0,scooters
ROUND-05-170_170_0_B-9UD13S,"A scooter (motor scooter) is a motorcycle with an underbone or step-through frame, a seat, a transmission that shifts without the operator having to operate a clutch lever, a platform for the rider's feet, and with a method of operation that emphasizes comfort and fuel economy. scooter include  sports scooters, electric scooters and motor scooters and can buy a scooter suitable for kids or adults. Motor scooters have been made since at least 1914. More recently, scooters have evolved to include Maxi-scooters.",5,170,9UD13S,170_0_B,"{u'170': {u'position': 3.0, u'score': 0.63830495}}",66bd205e3042c451395c09b8,3.0,scooters
ROUND-05-170_170_0_B-DVQRVN,"A scooter (motor scooter) is a motorcycle with an underbone or step-through frame, a seat, a transmission that shifts without the operator having to operate a clutch lever, a platform for the rider's feet, and with a method of operation that emphasizes comfort and fuel economy. Elements of scooter design were present in some of the earliest motorcycles, and motor scooters have been made since at least 1914. More recently, scooters have evolved to include scooters exceeding 250cc classified as Maxi-scooters.",5,170,DVQRVN,170_0_B,"{u'170': {u'position': 4.0, u'score': 0.63685733}}",66bd205e3042c451395c09b9,4.0,scooters
ROUND-05-170_170_0_T-OQE78E,"Scooters are compact, lightweight motorcycles designed for urban commuting, with a low seat and easy access design. Scooters are human\electric powered street vehicles which have has two wheels joined by a wooden board and a handle on a long pole attached to the front wheel. Scooters are popular due to their ease of use and efficiency in urban environments. Human powered scooters are typically used by children or early teens.
Electric scooters are designed for comfort and fuel efficiency and provide a green pollution reducing transportation option. Scooters are cost-effective and eco-friendly, favored by brands like Vespa, Honda, and Yamaha. They are easier for beginners to balance and operate due to their low seat height and automatic gearboxes. Smaller wheels provide better stability at lower speeds, and many models include under-seat storage or front baskets. ",5,170,OQE78E,170_0_T,"{u'170': {u'position': 4.0, u'score': 0.0}}",66bd205e3042c451395c09f1,4.0,scooters
ROUND-05-170_170_0_T-ZLLI3X," Scooters are human\electric powered street vehicles which has two wheels joined by a wooden board and a handle on a long pole attached to the front wheel. Human powered scooters are typically used by children or early teens. Electric scooters are designed for comfort and fuel efficiency and provide a green pollution reducing transportation option. Scooters are popular for personal transportation partly due to being more affordable, easier to operate, and more convenient to park and store than a car. Most electric scooters have top speeds of 15-25 mph (24-40 kph), faster than the average bike manages. Popular scooter companies in Europe are TIER, Bolt and Voi and in the US Lime and Bird. In India, the best scooter brands are Honda, TVS, Hero, and Suzuki.  According to Israel's Ministry of Transportation, starting August 1, 2024, all electric bike and scooter owners must register their vehicles and install license plates.",5,170,ZLLI3X,170_0_T,"{u'170': {u'position': 2.0, u'score': 0.720856924078}}",66bd205e3042c451395c09f2,2.0,scooters
ROUND-05-170_170_1_T-ZM3TBL,"Scooters, also called motor scooters, mopeds, or vespas, are small vehicles used for getting around. They come in different types, from basic kick scooters to electric ones (e-scooters) and powerful maxi-scooters. Popular brands like Lambretta and Vespa have made scooters famous. City commuters like scooters because they are easy to use and take up little space. Scooters include foldable models, city scooters, and motorized bikes. There are also mobility scooters for people who need help moving around, as well as sporty go-peds and autocycles. Scooters are a great way to get around the city, as they are eco-friendly and help reduce traffic and pollution. You can buy or rent one today!",5,170,ZM3TBL,170_1_T,"{u'170': {u'position': 2.0, u'score': 0.781413458943}}",66bd205e3042c451395c09f3,2.0,scooters
ROUND-05-170_170_1_T-NVDYIJ,"A scooter (motor scooter) is a motorcycle with a seat, a platform for the rider's feet, and with a method of operation that emphasizes comfort and fuel economy. Recently, Maxi-scooters have gained popularity as well. In our dealership we offer the largest collection of used Japanese scooters in the world! Honda, Yamaha, Vespa or Piaggio scooters. Buy the best genuine and most reliable scooters here! Best price guaranteed!",5,170,NVDYIJ,170_1_T,"{u'170': {u'position': 3.0, u'score': 0.0}}",66bd205e3042c451395c09f4,3.0,scooters
ROUND-05-170_170_0_A-5I47JG,"A scooter is a a child's toy consisting of a footboard mounted on two wheels and a long steering handle, propelled by resting one foot on the footboard and pushing the other against the ground. At Scooters Pro, we offer the best scooters at the best prices. Our most popular scooter is the Mongoose Rise Freestyle Stunt Trick Scooter. This scooter has an alloy deck and steel brake combine with 100 millimeters high impact alloy wheels and durable ABEC-7 bearings.
",5,170,5I47JG,170_0_A,"{u'170': {u'position': 5.0, u'score': 0.6063111}}",66bd205e3042c451395c0a05,5.0,scooters
ROUND-05-170_170_0_T-IKOG4O,"Scooters are compact, lightweight motorcycles designed for urban commuting, with a low seat and easy access design. Scooters are popular due to their ease of use and efficiency in urban environments. They are powered by gasoline engines or electric motors, with electric models often reaching speeds of 15-25 mph (24-40 kph). Scooters are cost-effective and eco-friendly, favored by brands like Vespa, Honda, and Yamaha. They are easier for beginners to balance and operate due to their low seat height and automatic gearboxes. Smaller wheels provide better stability at lower speeds, and many models include under-seat storage or front baskets. Companies like TIER, Bolt, Voi, Lime, and Bird are popular in Europe and the US, while in India, top brands include Honda, TVS, Hero, and Suzuki. In Israel, one can obtain a scooter license from age 16, and a scooter is a nice vehicle to drive.",5,170,IKOG4O,170_0_T,"{u'170': {u'position': 1.0, u'score': 1.0}}",66bd205e3042c451395c0a1d,1.0,scooters
ROUND-05-170_170_0_B-FILLB2,"What do you do if you want the go-anywhere capability of an adventure bike, the practicality and ease-of-use of a scooter, and absolutely had to have them both in just one bike? Well, you get an adventure scooter, of course.",5,170,FILLB2,170_0_B,"{u'170': {u'position': 5.0, u'score': 0.55556697}}",66bd205e3042c451395c0a2f,5.0,scooters
ROUND-05-170_170_0_T-ALTS1G,"Scooters are compact, lightweight motorcycles ideal for urban commuting, featuring a low seat and user-friendly design. Their popularity stems from their ease of use and efficiency in city environments. Scooters, powered by either gasoline engines or electric motors, with electric versions typically reaching speeds of 15-25 mph (24-40 kph), are both cost-effective and eco-friendly. Favored by brands like Vespa, Honda, and Yamaha, scooters are beginner-friendly due to their low seat height and automatic gearboxes. The smaller wheels enhance stability at lower speeds, and many models come equipped with under-seat storage or front baskets. Companies such as Bolt, TIER, Lime and Bird are widely recognized in Europe and the US, while in India top brands include Honda, TVS and Suzuki. In Israel a scooter license can be obtained from age 16, making scooters a practical and enjoyable vehicle to drive.",5,170,ALTS1G,170_0_T,"{u'170': {u'position': 3.0, u'score': 0.25302475408}}",66bd205e3042c451395c0a54,3.0,scooters
ROUND-05-170_170_0_A-FILLA1,"A scooter (motor scooter) is a motorcycle with an underbone or step-through frame, a seat, a transmission that shifts without the operator having to operate a clutch lever, a platform for their feet, and with a method of operation that emphasizes comfort and fuel economy. Elements of scooter design were present in some of the earliest motorcycles, and motor scooters have been made since at least 1914. More recently, scooters have evolved to include scooters exceeding 250cc classified as Maxi-scooters.

The global popularity of motor scooters dates from the post-World War II introductions of the Vespa and Lambretta models in Italy. These scooters were intended to provide economical personal transportation (engines from 50 to 150 cc or 3.1 to 9.2 cu in). The original layout is still widely used in this application. Maxi-scooters, with larger engines from 200 to 850 cc (12 to 52 cu in) have been developed for Western markets.",5,170,FILLA1,170_0_A,"{u'170': {u'position': 3.0, u'score': 0.64114255}}",66bd205e3042c451395c0a62,3.0,scooters
ROUND-05-170_170_0_B-FILLB1,"A scooter (motor scooter) is a motorcycle with an underbone or step-through frame, a seat, a transmission that shifts without the operator having to operate a clutch lever, a platform for their feet, and with a method of operation that emphasizes comfort and fuel economy. Elements of scooter design were present in some of the earliest motorcycles, and motor scooters have been made since at least 1914. More recently, scooters have evolved to include scooters exceeding 250cc classified as Maxi-scooters.

The global popularity of motor scooters dates from the post-World War II introductions of the Vespa and Lambretta models in Italy. These scooters were intended to provide economical personal transportation (engines from 50 to 150 cc or 3.1 to 9.2 cu in). The original layout is still widely used in this application. Maxi-scooters, with larger engines from 200 to 850 cc (12 to 52 cu in) have been developed for Western markets.",5,170,FILLB1,170_0_B,"{u'170': {u'position': 2.0, u'score': 0.64114255}}",66bd205e3042c451395c0a63,2.0,scooters
ROUND-01-061_061_0_T-JMEXAI,"Worms are many different distantly related bilateral animals that typically have a long cylindrical tube-like body, no limbs, and usually no eyes.
Worms vary in size from microscopic to over 1 meter (3.3 ft) in length for marine polychaete worms (bristle worms); 6.7 metres (22 ft) for the African giant earthworm, Microchaetus rappi; and 58 metres (190 ft) for the marine nemertean worm (bootlace worm), Lineus longissimus.[3] Various types of worm occupy a small variety of parasitic niches, living inside the bodies of other animals. Free-living worm species do not live on land but instead live in marine or freshwater environments or underground by burrowing.",1,61,JMEXAI,061_0_T,"{u'061': {u'position': 3.0, u'score': 0.340732929515}}",66a025c43042c412de8c523e,3.0,worm
ROUND-01-061_061_0_T-HK6IT5,"The word ""worms"" has two common meanings. Biologically, it refers to various long, soft-bodied animals, with the three most common types being flatworms, roundworms, and segmented worms. Medically, it denotes intestinal worms that live as parasites in humans, deriving nourishment from their hosts. Many types of worms can cause health issues in humans. Threadworms, the most common worm infection in Australia, can cause an itchy bottom and redness around the anus. People usually catch threadworms by ingesting their eggs. Worms are diagnosed in the lab from fresh stool samples. Intestinal worm infections are treated with medicines that kill the parasite without harming the person.",1,61,HK6IT5,061_0_T,"{u'061': {u'position': 4.0, u'score': 0.0}}",66a025c43042c412de8c523f,4.0,worm
ROUND-01-061_061_0_T-P8Y74G,"Worms are bilateral animals and extremely varied in size, from tiny worms that need a microscope to see up to incredibly long worms half the length of an Olympic swimming pool. They typically have a long cylindrical tube-like body, no limbs, and usually no eyes. Some worms can even infect human and get to your intestines (bowls). Other than the animal, there is also WoRMS which is the world register for marine species. There are even computer worms which are a standalone malware computer program that replicates itself in order to spread to other computers.",1,61,P8Y74G,061_0_T,"{u'061': {u'position': 2.0, u'score': 0.412468511473}}",66a025c43042c412de8c5240,2.0,worm
ROUND-01-061_061_1_T-XQA8NS,"The word ""worms"" has various meanings: biologically, it refers to segmented worms (annelids), roundworms, and flatworms, as well as small, soft-bodied invertebrates; medically, it denotes parasitic worms like hookworms and pinworms; in computing, it describes self-replicating malicious software; idiomatically, it is used in phrases like ""opening a can of worms"" (creating a complicated situation) and ""worm one's way"" (acting sneakily); culturally, it can refer to the ""Worms"" video game series or the ""worm"" dance move; and geologically, it pertains to worm burrows or fossils found in sedimentary rocks. In german, ""earworm"" refers to the experience of having a song stuck in your brain. In the ""Dune"" universe, ""sandworms"" are giant carnivorous worm-like creatures that are sacred to the fremen, with some of them seeing this kind of worm as a god.",1,61,XQA8NS,061_1_T,"{u'061': {u'position': 3.0, u'score': 0.0}}",66a025c43042c412de8c5241,3.0,worm
ROUND-01-061_061_1_T-BR2PC9,"
Worms are many very different and unrelated types of animals that generally have long, soft, slender, elongated bodies, usually lack appendages. Of these, three common types of worms are the flatworm, the roundworm, and the segmented worm. Flatworms are soft, unsegmented invertebrates. Worms are invertebrate animals with bilateral symmetry. Worm is also used as slang for an unpleasant person who does not deserve respect.
Culturally, it can refer to the ""Worms"" video game series or the ""worm"" dance move, and geologically, it pertains to worm burrows or fossils found in sedimentary rocks.
Medically, it denotes parasitic worms that can cause many symptoms, some of which resemble the symptoms of other gut conditions. A prompt, accurate diagnosis can prevent complications.
",1,61,BR2PC9,061_1_T,"{u'061': {u'position': 2.0, u'score': 0.883330255482}}",66a025c43042c412de8c5242,2.0,worm
ROUND-01-061_061_1_T-ALTS1G,"Worms typically have an elongated, tubelike body, usually rather cylindrical, flattened, or leaflike in shape and often without appendages. They vary in size from less than 1 mm in certain nematodes to more than 30m in certain ribbon worms (phylum Nemertea). Worms are universal in distribution, occurring in marine, freshwater, and terrestrial habitats. Some types of worms are parasitic, others are free-living. From a human perspective, worms are important as soil conditioners and as parasites of people, domestic animals and crops. Ecologically, worms form an important link in the food chain in virtually all ecosystems of the world. In computing, it describes self-replicating malicious software. Idiomatically, it is used in phrases like ""opening a can of worms"" (creating a complicated situation) and ""worm one's way"" (acting sneakily).",1,61,ALTS1G,061_1_T,"{u'061': {u'position': 1.0, u'score': 1.0}}",66a025c43042c412de8c5243,1.0,worm
ROUND-01-061_061_1_T-IKOG4O,"The term ""worms"" has multiple interpretations: biologically, it refers to segmented worms (annelids), roundworms (nematodes), and flatworms (platyhelminthes), as well as other small, soft bodied invertebrates. Medically, it denotes parasitic worms like hookworms and pinworms. In computing, it describes self replicating malicious software. Idiomatically, it appears in expressions like ""opening a can of worms"" (creating a complex situation) and ""worm one's way"" (acting deceitfully). Culturally, it can reference the ""Worms"" video game series or the ""worm"" dance move. Geologically, it pertains to worm burrows or fossils found in sedimentary rocks. BEST",1,61,IKOG4O,061_1_T,"{u'061': {u'position': 4.0, u'score': 0.574072784628}}",66a025c43042c412de8c5244,4.0,worm
ROUND-01-061_061_0_B-FEHVQN,worm,1,61,FEHVQN,061_0_B,"{u'061': {u'position': 1.0, u'score': 0.6647912}}",66a025c43042c412de8c5285,1.0,worm
ROUND-01-061_061_0_A-0S4RPX,"The word ""worms"" has various meanings: medically, it denotes parasitic worms like hookworms and pinworms; in computing, it describes self-replicating malicious software; idiomatically, it is used in phrases like ""opening a can of worms"" (creating a complicated situation) and ""worm one's way"" (acting sneakily); culturally, it can refer to the ""Worms"" video game series or the ""worm"" dance move; and geologically, it pertains to worm burrows or fossils found in sedimentary rocks; biologically, it refers to segmented worms (annelids), roundworms (nematodes), and flatworms (platyhelminthes), as well as small, soft-bodied invertebrates. And also many insects have picked up worm-related names, for example, tequila worm, silk worm, glow worm and inchworms are all actually insect larvae but they aren't actually worms.",1,61,0S4RPX,061_0_A,"{u'061': {u'position': 2.0, u'score': 0.61235887}}",66a025c43042c412de8c5284,2.0,worm
ROUND-01-061_061_0_B-B1BWZ0,"The word worms has various meanings: biologically, it refers to segmented worms (annelids), roundworms (nematodes), and flatworms (platyhelminthes), as well as small, soft-bodied invertebrates; medically, it denotes parasitic worms like hookworms and pinworms; in computing, it describes self-replicating malicious software; idiomatically, it is used in phrases like ""opening a can of worms"" (creating a complicated situation) and ""worm one's way"" (acting sneakily); culturally, it can refer to the ""Worms"" video game series or the ""worm"" dance move; and geologically, it pertains to worm burrows or fossils found in sedimentary rocks.",1,61,B1BWZ0,061_0_B,"{u'061': {u'position': 3.0, u'score': 0.6318973}}",66a025c43042c412de8c5286,3.0,worm
ROUND-01-061_061_0_T-KKGQER,"The word ""worm"" has various meanings: biologically, it refers to segmented worm (annelids), round worm (nematodes), and flat worm (platyhelminthes), as well as small, soft bodied invertebrates.  segmented worms, are a large phylum, with over 22,000 extant species including ragworms, earthworms, and leeches. The species exist in and have adapted to various ecologies, some in marine environments as distinct as tidal zones and hydrothermal vents, others in fresh water, and yet others in moist terrestrial environments. round worms or eelworms constitute a diverse animal phylum inhabiting a broad range of environments. Most flat worms are free living, feeding on microorganisms, but there are many that are parasitic. flat worms are a phylum of relatively simple bilaterian, unsegmented, soft bodied invertebrates. Being acoelomates, and having no specialised circulatory and respiratory organs, they are restricted to having flattened shapes that allow oxygen and nutrients to pass through their bodies by diffusion.",1,61,KKGQER,061_0_T,"{u'061': {u'position': 1.0, u'score': 1.0}}",66a025c43042c412de8c52c6,1.0,worm
ROUND-01-061_061_0_A-8HAMF4,"A worm is any of various unrelated invertebrate animals that typically have soft, slender, elongated bodies. Worms usually lack appendages. Worms are members of several invertebrate phyla, including Platyhelminthes, Annelida, Nematoda, Sipuncula, Echiura, Acanthocephala, Pogonophora, and Chaetognatha. The term is also loosely applied to centipedes and millipedes, to larval forms of other invertebrates, particularly those of certain insects, and to some vertebrates. These include the blindworm, a limbless, snakelike lizard. At one time all phyla of worm like animals were classed as Vermes, a term no longer in common use. The major groups of worms include various species of flatworm, annelid, ribbon worm, spiny-headed worm, and aschelminth. Worms typically have an elongated, tube like body, usually rather cylindrical, flattened, or leaf like in shape and often without appendages. They vary in size from less than 1 millimeter in certain nematodes to more than thirty meters in certain ribbon worms.",1,61,8HAMF4,061_0_A,"{u'061': {u'position': 5.0, u'score': 0.6290901}}",66a025c43042c412de8c52d7,5.0,worm
ROUND-01-061_061_0_A-PHSFCK,"Worms are many different distantly related bilateral animals that typically have a long cylindrical tube-like body, no limbs, and usually no eyes
Worms vary in size from microscopic to over 1 metre (3.3 ft) in length for marine polychaete worms (bristle worms);[1] 6.7 metres (22 ft) for the African giant earthworm, Microchaetus rappi;[2] and 58 metres (190 ft) for the marine nemertean worm (bootlace worm), Lineus longissimus.[3] Various types of worm occupy a small variety of parasitic niches, living inside the bodies of other animals. Free-living worm species do not live on land but instead live in marine or freshwater environments or underground by burrowing.
In biology, ""worm"" refers to an obsolete taxon, Vermes, used by Carolus Linnaeus and Jean-Baptiste Lamarck for all non-arthropod invertebrate animals, now seen to be paraphyletic. The name stems from the Old English word wyrm.
40000 Viewed this article.
",1,61,PHSFCK,061_0_A,"{u'061': {u'position': 6.0, u'score': 0.6218903}}",66a025c43042c412de8c52d8,6.0,worm
ROUND-01-061_061_0_B-NN78TZ,"Worms are many different distantly related bilateral animals that typically have a long cylindrical tube-like body, no limbs, and usually no eyes.
Worms vary in size from microscopic to over 1 metre in length for marine polychaete worms (bristle worms) 6.7 metres for the African giant earthworm, Microchaetus rappi and 58 metres for the marine nemertean worm (bootlace worm), Lineus longissimus. Various types of worm occupy a small variety of parasitic niches, living inside the bodies of other animals. Free-living worm species do not live on land but instead live in marine or freshwater environments or underground by burrowing.
In biology, ""worm"" refers to an obsolete taxon, Vermes, used by Carolus Linnaeus and Jean-Baptiste Lamarck for all non-arthropod invertebrate animals, now seen to be paraphyletic. The name stems from the Old English word wyrm. Most animals called ""worms"" are invertebrates, but the term is also used for the amphibian caecilians.",1,61,NN78TZ,061_0_B,"{u'061': {u'position': 4.0, u'score': 0.62964994}}",66a025c43042c412de8c52d9,4.0,worm
ROUND-02-061_061_0_T-HK6IT5,"Worms are invertebrate animals with soft, elongated bodies, typically without appendages. The term ""worm"" also applies to centipedes, millipedes, certain insect larvae, and some vertebrates like the blindworm. Historically, all worm-like animals were classified as Vermes, a term now outdated. Major groups of worms include flatworms (Platyhelminthes), segmented worms (Annelida), ribbon worms (Nemertea), and roundworms (Nematoda).
Worms vary greatly in size, from less than 1 mm in certain roundworms to over 30 m in ribbon worms. They are found in marine, freshwater, and terrestrial environments. Some are parasitic, while others are free-living. Ecologically, worms are vital as soil conditioners and integral parts of food chains. They can also be pests, parasitizing humans, animals, and crops.
",2,61,HK6IT5,061_0_T,"{u'061': {u'position': 3.0, u'score': 0.219067481791}}",66a809893042c4582ad2bdd3,3.0,worm
ROUND-02-061_061_0_T-P8Y74G,"Worms are bilateral animals and extremely varied in size, from tiny worms that need a microscope to see up to incredibly long worms half the length of an Olympic swimming pool. They typically have a long cylindrical tube-like body, no limbs, and usually no eyes. Some worms can even infect human and get to your intestines (bowls). Other than the animal, there is also WoRMS which is the world register for marine species. There are even computer worms which are a standalone malware computer program that replicates itself in order to spread to other computers.",2,61,P8Y74G,061_0_T,"{u'061': {u'position': 4.0, u'score': 0.0}}",66a809893042c4582ad2bdd4,4.0,worm
ROUND-02-061_061_1_T-XQA8NS,"The word ""worms"" has various meanings: biologically, it refers to segmented worms (annelids), roundworms, and flatworms, as well as small, soft-bodied invertebrates; medically, it denotes parasitic worms like hookworms and pinworms; in computing, it describes self-replicating malicious software; idiomatically, it is used in phrases like ""opening a can of worms"" (creating a complicated situation) and ""worm one's way"" (acting sneakily); culturally, it can refer to the ""Worms"" video game series or the ""worm"" dance move; and geologically, it pertains to worm burrows or fossils found in sedimentary rocks. In german, ""earworm"" refers to the experience of having a song stuck in your brain. In the ""Dune"" universe, ""sandworms"" are giant carnivorous worm-like creatures that are sacred to the fremen, with some of them seeing this kind of worm as a god.",2,61,XQA8NS,061_1_T,"{u'061': {u'position': 3.0, u'score': 0.0}}",66a809893042c4582ad2bdd5,3.0,worm
ROUND-02-061_061_1_T-BR2PC9,"Worms are many different types of animals that generally have long, soft, slender, elongated bodies, usually lack appendages. Of these, three common types of worms are the flatworm, the roundworm, and the segmented worm. Flatworms are soft, unsegmented invertebrates. Worm is also used as slang for an unpleasant person who does not deserve respect. Culturally, it can refer to the ""Worms"" video game series or the ""worm"" dance move. Medically, it denotes parasitic worms that can cause many symptoms. Worms are found everywhere, in marine, freshwater, and terrestrial habitats. Some worms are parasites, while others live freely. Ecologically, worms are crucial in the food chain in all ecosystems.People say ""opening a can of worms"" when a situation becomes complicated. ""Worm one's way"" means to act sneakily.",2,61,BR2PC9,061_1_T,"{u'061': {u'position': 2.0, u'score': 0.93505385563}}",66a809893042c4582ad2bdd6,2.0,worm
ROUND-02-061_061_1_T-ALTS1G,"Worms typically have an elongated, tubelike body, usually rather cylindrical, flattened, or leaflike in shape and often without appendages. They vary in size from less than 1 mm in certain nematodes to more than 30m in certain ribbon worms (phylum Nemertea). Worms are universal in distribution, occurring in marine, freshwater, and terrestrial habitats. Some types of worms are parasitic, others are free-living. From a human perspective, worms are important as soil conditioners and as parasites of people, domestic animals and crops. Ecologically, worms form an important link in the food chain in virtually all ecosystems of the world. In computing, it describes self-replicating malicious software. Idiomatically, it is used in phrases like ""opening a can of worms"" (creating a complicated situation) and ""worm one's way"" (acting sneakily).",2,61,ALTS1G,061_1_T,"{u'061': {u'position': 1.0, u'score': 1.0}}",66a809893042c4582ad2bdd7,1.0,worm
ROUND-02-061_061_1_T-IKOG4O,"Worms are diverse bilateral animals with long, cylindrical bodies, no limbs, and usually no eyes. They vary in size from microscopic to over 58 meters. Worms can be parasitic or free living in marine, freshwater, or underground environments. Historically, they were classified in the now obsolete taxon Vermes by Linnaeus and Lamarck, but this is considered paraphyletic. The term ""worm"" comes from the Old English word wyrm. Most worms are invertebrates, but it also includes some vertebrates like caecilians and the slowworm. Common invertebrate worms are annelids, nematodes, flatworms, nemerteans, chaetognaths, priapulids, and insect larvae such as grubs and maggots. In medicine, ""helminth"" refers to parasitic worms, particularly roundworms and tapeworms.",2,61,IKOG4O,061_1_T,"{u'061': {u'position': 4.0, u'score': 0.645860371648}}",66a809893042c4582ad2bdd8,4.0,worm
ROUND-02-061_061_0_A-0S4RPX,"The word ""worms"" has various meanings: medically, it denotes parasitic worms like hookworms and pinworms; in computing, it describes self-replicating malicious software; idiomatically, it is used in phrases like ""opening a can of worms"" (creating a complicated situation) and ""worm one's way"" (acting sneakily); culturally, it can refer to the ""Worms"" video game series or the ""worm"" dance move; and geologically, it pertains to worm burrows or fossils found in sedimentary rocks; biologically, it refers to segmented worms (annelids), roundworms (nematodes), and flatworms (platyhelminthes), as well as small, soft-bodied invertebrates. And also many insects have picked up worm-related names, for example, tequila worm, silk worm, glow worm and inchworms are all actually insect larvae but they aren't actually worms.",2,61,0S4RPX,061_0_A,"{u'061': {u'position': 2.0, u'score': 0.6123586}}",66a809893042c4582ad2be13,2.0,worm
ROUND-02-061_061_0_B-FEHVQN,A WORM IS A BILATERAL ANIMAL.,2,61,FEHVQN,061_0_B,"{u'061': {u'position': 1.0, u'score': 0.5595986}}",66a809893042c4582ad2be14,1.0,worm
ROUND-02-061_061_0_B-B1BWZ0,"The word worms has various meanings: biologically, it refers to segmented worms (annelids), roundworms (nematodes), and flatworms (platyhelminthes), as well as small, soft-bodied invertebrates; medically, it denotes parasitic worms like hookworms and pinworms; in computing, it describes self-replicating malicious software; idiomatically, it is used in phrases like ""opening a can of worms"" (creating a complicated situation) and ""worm one's way"" (acting sneakily); culturally, it can refer to the ""Worms"" video game series or the ""worm"" dance move; and geologically, it pertains to worm burrows or fossils found in sedimentary rocks.",2,61,B1BWZ0,061_0_B,"{u'061': {u'position': 4.0, u'score': 0.6318971}}",66a809893042c4582ad2be15,4.0,worm
